_id,name,location,logo,items
65c82b9a788b11f7fa6499dc,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'pretzel bacon pub triple', 'description': 'pretzel bacon pub triple, pretzel bun, crinkle cut pickles, crispy onions, smoky honey mustard, muenster, beer cheese sauce, hamburger patty, applewood smoked bacon, choice of adding lite, regular or xtra: marinara, tomato, ketchup, mayo, mustard, ranch, bourbon bacon sauce,  blue cheese crumbles, shredded cheddar cheese, lettuce, sweet onion, choice of adding: avocado, american cheese slice, asiago, hamburgers', 'cals': 1530, 'carbs': 53, 'fat': 107.0, 'protein': 89}]"
65c82b9a788b11f7fa6499dd,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'italian mozzarella cheeseburger, triple', 'description': 'italian mozzarella cheeseburger, triple, garlic knot bun, asiago, fried mozzarella, marinara, hamburger patty, choice of adding lite, regular or xtra: tomato, ketchup, mayo, mustard, ranch, smoky honey mustard, bourbon bacon sauce,  blue cheese crumbles, shredded cheddar cheese, lettuce, sweet onion, crinkle cut pickles, choice of adding: applewood smoked bacon, avocado, crispy onions, american cheese slice, asiago, hamburgers', 'cals': 1420, 'carbs': 65, 'fat': 91.0, 'protein': 88}]"
65c82b9a788b11f7fa6499de,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'bourbon bacon cheeseburger, triple', 'description': 'bourbon bacon cheeseburger, triple, premium bun, crispy onions, bourbon bacon sauce, american cheese slice, hamburger patty, applewood smoked bacon, choice of adding lite, regular or xtra: asiago, marinara, tomato, ketchup, mayo, mustard, ranch, smoky honey mustard, blue cheese crumbles, shredded cheddar cheese, beer cheese sauce, lettuce, sweet onion, crinkle cut pickles, choice of adding: muenster, avocado, american cheese slice, muenster cheese slice, hamburgers', 'cals': 1300, 'carbs': 53, 'fat': 88.0, 'protein': 75}]"
65c82b9a788b11f7fa6499df,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'big bacon classic triple', 'description': 'big bacon classic triple, premium bun, lettuce, sweet onion, crinkle cut pickles, tomato, ketchup, mayo, american cheese slice, hamburger patty, applewood smoked bacon, choice of adding lite, regular or xtra: marinara, mustard, ranch, bourbon bacon sauce, smoky honey mustard,  blue cheese crumbles, shredded cheddar cheese, beer cheese sauce, choice of adding:  muenster, muenster cheese slice, avocado, american cheese slice, crispy onions, asiago, hamburgers', 'cals': 1220, 'carbs': 38, 'fat': 86.0, 'protein': 75}]"
65c82b9a788b11f7fa6499e0,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'pretzel bacon pub double', 'description': 'pretzel bacon pub double, pretzel bun, crinkle cut pickles, crispy onions, smoky honey mustard, muenster, beer cheese sauce, hamburger patty, applewood smoked bacon, choice of adding lite, regular or xtra: marinara, tomato, ketchup, mayo, mustard, ranch, bourbon bacon sauce,  blue cheese crumbles, shredded cheddar cheese, lettuce, sweet onion, choice of adding: avocado, american cheese slice, asiago, hamburgers', 'cals': 1190, 'carbs': 53, 'fat': 80.0, 'protein': 64}]"
65c82b9a788b11f7fa6499e1,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': ""dave's triple"", 'description': ""dave's triple, premium bun, lettuce, sweet onion, crinkle cut pickles, tomato, ketchup, mayo, american cheese slice, hamburger patty, choice of adding lite, regular or xtra: marinara, ketchup, mayo, mustard, ranch, bourbon bacon sauce,  blue cheese crumbles, shredded cheddar cheese, beer cheese sauce, lettuce, sweet onion, choice of adding: applewood smoked bacon, muenster, avocado, american cheese slice, crispy onions, asiago, hamburgers"", 'cals': 1160, 'carbs': 38, 'fat': 81.0, 'protein': 70}]"
65c82b9a788b11f7fa6499e2,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'italian mozzarella cheeseburger, double', 'description': 'italian mozzarella cheeseburger, double, garlic knot bun, asiago, fried mozzarella, marinara, hamburger patty, choice of adding lite, regular or xtra: tomato, ketchup, mayo, mustard, ranch, smoky honey mustard, bourbon bacon sauce,  blue cheese crumbles, shredded cheddar cheese, lettuce, sweet onion, crinkle cut pickles, choice of adding: applewood smoked bacon, avocado, crispy onions, american cheese slice, asiago, hamburgers', 'cals': 1100, 'carbs': 65, 'fat': 65.0, 'protein': 65}]"
65c82b9a788b11f7fa6499e3,wendy's,"Gainesville, Florida",https://cfc24-mass.imgix.net/wendys.svg,"[{'name': 'family chili', 'description': 'family chili, fries & sides', 'cals': 1100, 'carbs': 130, 'fat': 26.0, 'protein': 94}]"
65c82b9a788b11f7fa6499e4,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'tender whole wheat penne pasta', 'description': 'water, whole grain penne, canola oil, salt', 'cals': 400, 'carbs': 5, 'fat': 5.0, 'protein': 2}]"
65c82b9a788b11f7fa6499e5,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'french toast', 'description': '', 'cals': 150, 'carbs': 14, 'fat': 70.0, 'protein': 12}]"
65c82b9a788b11f7fa6499e6,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'pancakes and waffle syrup', 'description': '', 'cals': 300, 'carbs': 12, 'fat': 21.0, 'protein': 9}]"
65c82b9a788b11f7fa6499e7,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'strawberry compote', 'description': '', 'cals': 231, 'carbs': 5, 'fat': 65.0, 'protein': 6}]"
65c82b9a788b11f7fa6499e8,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'blueberry compote', 'description': '', 'cals': 70, 'carbs': 2, 'fat': 32.0, 'protein': 8}]"
65c82b9a788b11f7fa6499e9,gatorcorner,"Gainesville, Florida",https://cfc24-mass.imgix.net/gatorcorner.png,"[{'name': 'pork breakfast sausage', 'description': '', 'cals': 400, 'carbs': 26, 'fat': 30.0, 'protein': 4}]"
